Real_Hs,Predicted_Hs
0.6666667,0.57758343
0.6333333,0.54977334
0.6,0.5399194
0.56666666,0.5463586
0.53333336,0.5813762
0.5,0.6061734
0.53333336,0.6152584
0.56666666,0.6285299
0.6,0.6457315
0.6333333,0.67094874
0.6666667,0.70036024
0.7,0.7364222
0.8,0.81127816
0.9,0.8889976
1.0,0.9406924
1.0,0.97950655
1.0,1.008451
1.0,1.0327747
1.1,1.0805881
1.2,1.1527877
1.3,1.2426454
1.3333334,1.3712666
1.3666667,1.5665731
1.4,1.6835635
1.3666667,1.7491156
1.3333334,1.7306795
1.3,1.6383363
1.2666667,1.504569
1.2333333,1.4183348
1.2,1.3208756
0.9666666,0.9236585
0.9333333,0.91369915
0.9,0.8998086
0.9333333,0.8916819
0.9666666,0.8919606
1.0,0.92154896
0.9666666,0.94444376
0.9333333,0.9719254
0.9,0.9930308
0.9333333,0.9874061
0.9666666,0.99722785
1.0,1.0091867
1.0,0.9932368
1.0,0.9684412
1.0,0.95596814
0.9666666,0.93968326
0.9333333,0.9307264
0.9,0.8820133
0.8666667,0.8601166
0.8333333,0.82006973
0.8,0.84656066
0.76666665,0.91442925
0.73333335,0.98553467
0.7,1.0389864
0.8666667,1.0828826
1.0333333,1.1024696
1.2,1.1218334
1.2666667,1.1413337
1.3333334,1.1812088
1.4,1.2330824
1.3666667,1.2896957
1.3333334,1.3319373
1.3,1.3304032
1.2666667,1.3128365
1.2333333,1.2990776
1.2,1.2789242
1.2,1.2415118
1.2,1.2118763
1.2,1.1685505
1.1666666,1.0963277
1.1333333,1.00613
1.1,0.9126323
1.0333333,0.8148519
0.9666666,0.7531836
0.9,0.7030664
0.8666667,0.6367581
0.8333333,0.5901385
0.8,0.55050963
0.73333335,0.47782958
0.6666667,0.415553
0.6,0.3582717
0.56666666,0.29682273
0.53333336,0.24478368
0.5,0.18181051
0.46666664,0.16071713
0.43333334,0.21064584
0.4,0.29186553
0.4,0.36072192
0.4,0.40888137
0.4,0.43702713
0.43333334,0.44463947
0.46666664,0.45151585
0.5,0.47418442
0.46666664,0.5081845
0.43333334,0.55938333
0.4,0.6280161
0.43333334,0.7138422
0.46666664,0.7709254
0.5,0.79266447
0.43333334,0.81028134
0.36666667,0.78911346
0.3,0.7546433
0.33333334,0.7038957
0.36666667,0.64690894
0.4,0.6075832
0.4,0.5940739
0.4,0.5688748
0.4,0.58578324
0.43333334,0.5495424
0.46666664,0.5609603
0.5,0.54470444
0.46666664,0.52526146
0.43333334,0.50266814
0.4,0.51845646
0.43333334,0.5649286
0.46666664,0.58072203
0.5,0.5828464
0.5,0.6171758
0.5,0.63842624
0.5,0.62364596
0.5,0.64732903
0.5,0.6347343
0.5,0.6355053
0.5,0.6385766
0.5,0.6180668
0.5,0.6200242
0.56666666,0.6384854
0.6333333,0.638531
0.7,0.641235
0.6333333,0.68550026
0.56666666,0.7532483
0.5,0.79736114
0.5,0.8298811
0.5,0.8348589
0.5,0.8552264
0.6333333,0.8948036
0.76666665,0.96947896
0.9,0.9812079
0.9,0.9744909
0.9,0.9787997
0.9,0.9781376
1.0666667,0.99599606
1.2333333,1.0210738
1.4,0.9950813
1.3,0.9834817
1.2,0.95366734
1.1,0.9729722
1.1,0.9986631
1.1,1.0348036
1.1,1.0847213
1.1,1.1165001
1.1,1.1296479
1.1,1.1119738
1.1,1.105001
1.1,1.0725571
1.1,1.026228
1.0666667,0.9560066
1.0333333,0.9084218
1.0,0.85368305
0.9666666,0.8040221
0.9333333,0.7870648
0.9,0.7344462
0.9,0.68110645
0.9,0.6161745
0.9,0.5630269
0.8333333,0.52484524
0.76666665,0.5249845
0.7,0.5489363
0.6666667,0.60283566
0.6333333,0.6561441
0.6,0.6936837
0.56666666,0.7189708
0.53333336,0.73341966
0.5,0.72360504
0.5,0.671128
0.5,0.60267425
0.5,0.54410684
0.5,0.49857298
0.5,0.47859547
0.5,0.45893648
0.53333336,0.44713956
0.56666666,0.49457714
0.6,0.52933055
0.56666666,0.53923935
0.53333336,0.5516078
0.5,0.5336143
0.46666664,0.4984514
0.43333334,0.47319728
0.4,0.44182166
0.5,0.402051
0.6,0.366625
0.7,0.39193636
0.8,0.43505225
0.9,0.47858962
1.0,0.47044376
1.0333333,0.4682503
1.0666667,0.4943753
1.1,0.49991703
1.0666667,0.51144606
1.0333333,0.55846965
1.0,0.6233619
1.0,0.6948449
1.0,0.77960914
1.0,0.82317054
0.9333333,0.8084563
0.8666667,0.75705075
0.8,0.6756832
0.76666665,0.5902384
0.73333335,0.513643
0.7,0.4533369
0.6666667,0.39977172
0.6333333,0.3443634
0.6,0.27645713
0.6,0.23151995
0.6,0.21194446
0.6,0.19859019
0.6333333,0.2128381
0.6666667,0.20784146
0.7,0.23800494
0.6333333,0.2724044
0.56666666,0.31549338
0.5,0.3134903
0.46666664,0.29917002
0.43333334,0.28706384
0.4,0.29033613
0.36666667,0.304047
0.33333334,0.3139627
0.3,0.3063694
0.3,0.31043157
0.3,0.31472647
0.3,0.31414366
0.33333334,0.3184737
0.36666667,0.34512788
0.4,0.3107549
0.4,0.2865396
0.4,0.2714752
0.4,0.28014666
0.36666667,0.29190803
0.33333334,0.31517825
0.3,0.32036278
0.3,0.3548007
0.3,0.38493598
0.3,0.4509834
0.3,0.5055536
0.3,0.5538925
0.3,0.5513565
0.33333334,0.57065415
0.36666667,0.6116381
0.4,0.6889703
0.43333334,0.7652819
0.46666664,0.83605605
0.5,0.9288588
0.6666667,1.000433
0.8333333,1.030271
1.0,1.0677186
1.0666667,1.0659866
1.1333333,1.0549861
1.2,1.0377172
1.2333333,1.0431525
1.2666667,1.0746672
1.3,1.1460459
1.2666667,1.2267613
1.2333333,1.2824862
1.2,1.3373649
1.1333333,1.3841544
1.0666667,1.3901457
1.0,1.3658323
1.0,1.3522345
1.0,1.3665986
1.0,1.3638966
1.1333333,1.3943839
1.2666667,1.4282774
1.4,1.4576534
1.3333334,1.467679
1.2666667,1.4387695
1.2,1.4279785
1.1666666,1.4088017
1.1333333,1.3797449
1.1,1.3456856
1.1,1.3410819
1.1,1.3250351
1.1,1.2996675
1.1666666,1.2835463
1.2333333,1.2708197
1.3,1.2722472
1.3333334,1.2852049
1.3666667,1.2913141
1.4,1.3078624
1.4,1.3106452
1.4,1.3195708
1.4,1.3050896
1.3666667,1.3178416
1.3333334,1.3367869
1.3,1.3186772
1.3333334,1.3030707
1.3666667,1.2698665
1.4,1.2314197
1.4333333,1.1512824
1.4666667,1.0705911
1.5,0.9850077
1.4,0.897275
1.3,0.83802253
1.2,0.8046426
1.2,0.7523064
1.2,0.7307928
1.2,0.7519451
1.2666667,0.73710406
1.3333334,0.70529324
1.4,0.6944102
1.4333333,0.69886273
1.4666667,0.72173077
1.5,0.72670025
1.3666667,0.75957036
1.2333333,0.73790693
1.1,0.7474692
1.2333333,0.7790204
1.3666667,0.8587875
1.5,0.911527
1.4,0.930638
1.3,0.86272675
1.2,0.73049295
1.2,0.64473397
1.2,0.63618153
1.2,0.69681257
1.1666666,0.7606221
1.1333333,0.8542656
1.1,0.91219974
1.0666667,0.9587065
1.0333333,1.0497674
1.0,1.1066506
1.0,1.2095009
1.0,1.3311564
1.0,1.4310719
1.1333333,1.4855094
1.2666667,1.5145458
1.4,1.4384753
1.3333334,1.3149552
1.2666667,1.1246186
1.2,1.0225809
1.2,0.9639883
1.2,0.94344795
1.2,0.96347165
1.2,0.97949207
1.2,0.99401397
1.2,1.0119379
1.1333333,1.0273553
1.0666667,1.028012
1.0,0.9858913
1.0333333,0.9373413
1.0666667,0.9184649
1.1,0.92812043
1.1333333,0.96477044
1.1666666,1.0150068
1.2,1.0296626
1.2333333,1.0453221
1.2666667,1.0708591
1.3,1.0964712
1.2666667,1.1141181
1.2333333,1.1386464
1.2,1.1045353
1.2333333,1.0449045
1.2666667,0.9866346
1.3,0.99958795
1.3,1.0326501
1.3,1.0786849
1.3,1.1357461
1.2666667,1.1837504
1.2333333,1.2129998
1.2,1.2625082
1.1333333,1.3051615
1.0666667,1.3071207
1.0,1.2891935
1.0,1.2901422
1.0,1.2773263
1.0,1.2682844
1.0333333,1.2550358
1.0666667,1.2421879
1.1,1.2109871
1.1,1.1925693
1.1,1.1688133
1.1,1.14684
1.1,1.1128132
1.1,1.0811474
1.1,1.0688992
1.1333333,1.0773314
1.1666666,1.097282
1.2,1.138991
1.4,1.173116
1.6,1.2344083
1.7999998,1.2706257
1.7333332,1.284899
1.6666666,1.2678071
1.6,1.2714506
1.5333333,1.2882807
1.4666667,1.2982522
1.4,1.3198788
1.4333333,1.3498932
1.4666667,1.3632758
1.5,1.3763932
1.6333333,1.3322673
1.7666665,1.2670292
1.8999997,1.2040662
1.8333331,1.1096656
1.7666665,0.9900978
1.6999999,0.8695184
1.6333333,0.74280226
1.5666667,0.62154394
1.5,0.55701804
1.4666667,0.54930943
1.4333333,0.5414278
1.4,0.5938242
1.5,0.6768426
1.6,0.7389422
1.6999999,0.79597634
1.6999999,0.8294499
1.6999999,0.84386677
1.6999999,0.825293
1.6,0.79475224
1.5,0.77460325
1.4,0.7131378
1.3333334,0.68705434
1.2666667,0.6181274
1.2,0.5412275
1.2666667,0.48414525
1.3333334,0.46475798
1.4,0.47587088
1.4,0.49473467
1.4,0.5067752
1.4,0.48507383
1.3,0.45433366
1.2,0.44934374
1.1,0.45833957
1.0666667,0.4576524
1.0333333,0.42525673
1.0,0.40993735
0.9666666,0.4327812
0.9333333,0.47840893
0.9,0.5268081
0.8666667,0.5791602
0.8333333,0.63106656
0.8,0.69157225
0.8,0.7576724
0.8,0.817096
0.8,0.8558258
0.8,0.8805916
0.8,0.9050038
0.8,0.9120103
0.76666665,0.91660917
0.73333335,0.9051968
0.7,0.9103978
0.6666667,0.927039
0.6333333,0.9534676
0.6,1.0012307
0.6666667,1.0553299
0.73333335,1.1083653
0.8,1.1776813
0.9,1.2385523
1.0,1.281783
1.1,1.2971852
1.1666666,1.3489393
1.2333333,1.3960288
1.3,1.4512678
1.3666667,1.5035433
1.4333333,1.5528349
1.5,1.6260432
1.5666667,1.7227323
1.6333333,1.8334987
1.6999999,1.9337503
1.8999997,2.038554
2.1,2.1227908
2.2999997,2.2141232
2.2999997,2.2479954
2.2999997,2.229686
2.2999997,2.1870642
2.233333,2.1306145
2.1666665,2.0768104
2.1,2.0375805
2.1666665,2.0130577
2.233333,2.0190043
2.2999997,2.069334
2.233333,2.137296
2.1666665,2.1746507
2.1,2.1971133
2.1999998,2.241121
2.2999997,2.2520223
2.4,2.2978792
2.5666666,2.325141
2.7333333,2.3446212
2.8999999,2.3666415
2.8999999,2.3961763
2.8999999,2.42774
2.8999999,2.4109726
2.8666666,2.4093564
2.8333333,2.3907535
2.8,2.3733342
2.6666667,2.3365219
2.5333333,2.2846453
2.4,2.2299542
2.333333,2.186348
2.2666664,2.124689
2.1999998,2.0571973
2.1,1.9565237
2.0,1.8358109
1.8999997,1.7570143
1.8333331,1.6721122
1.7666665,1.5777062
1.6999999,1.4414797
1.5333333,1.2853822
1.3666667,1.1035292
1.2,0.9537594
1.1,0.8424146
1.0,0.7488494
0.9,0.7104719
0.8666667,0.7054115
0.8333333,0.7105834
0.8,0.7494167
0.8333333,0.7796406
0.8666667,0.8492632
0.9,0.9358646
0.9333333,1.0155586
0.9666666,1.0584424
1.0,1.1099272
1.0333333,1.1389115
1.0666667,1.1447835
1.1,1.1630156
1.1666666,1.1818154
1.2333333,1.2023512
1.3,1.2359244
1.2666667,1.2731314
1.2333333,1.329599
1.2,1.3493295
1.2333333,1.356541
1.2666667,1.375966
1.3,1.3961978
1.3333334,1.4192792
1.3666667,1.4314189
1.4,1.4673337
1.5333333,1.5133463
1.6666666,1.555547
1.7999998,1.5976892
1.8666664,1.6226523
1.933333,1.6205897
2.0,1.6337498
1.8666664,1.639351
1.7333332,1.6520443
1.6,1.6718229
1.6666666,1.6617963
1.7333332,1.652772
1.7999998,1.6359807
1.6999999,1.6324989
1.6,1.6656193
1.5,1.6830165
1.5,1.7205849
1.5,1.7511953
1.5,1.7974799
1.5333333,1.8338919
1.5666667,1.865704
1.6,1.8975533
1.6,1.9201016
1.6,1.9176774
1.6,1.8948752
1.5666667,1.838992
1.5333333,1.7722766
1.5,1.684828
1.5,1.6280835
1.5,1.5506704
1.5,1.4611068
1.4666667,1.4239792
1.4333333,1.4031807
1.4,1.3576679
1.3,1.2964993
1.2,1.2321272
1.1,1.1937839
1.1666666,1.1612947
1.2333333,1.120067
1.3,1.0760332
1.2666667,1.0516151
1.2333333,1.0401232
1.2,1.0394158
1.2,1.0365916
1.2,0.99965346
1.2,1.0166476
1.1666666,1.0361189
1.1333333,1.0491289
1.1,1.0750089
1.4333333,1.089396
1.7666665,1.1196715
2.1,1.1650478
1.8666664,1.2342191
1.6333333,1.3939241
1.4,1.6376308
1.4666667,1.8729576
1.5333333,2.096473
1.6,2.1042354
1.6999999,2.096121
1.7999998,2.070661
1.8999997,1.9873444
1.8333331,1.9171331
1.7666665,1.8721768
1.6999999,1.790434
1.5,1.7254821
1.3,1.6150317
1.1,1.4656132
1.1,1.3265792
1.1,1.1760101
1.1,1.0316398
1.1666666,0.94165915
1.2333333,0.89793414
1.3,0.892384
1.3,0.942615
1.3,1.0230535
1.3,1.1310672
1.3666667,1.2419986
1.4333333,1.3045062
1.5,1.2948871
1.4666667,1.2551249
1.4333333,1.2091691
1.4,1.2187449
1.4,1.2592881
1.4,1.3067526
1.4,1.3465173
1.4333333,1.3980888
1.4666667,1.4660345
1.5,1.5188538
1.5666667,1.554928
1.6333333,1.600598
1.6999999,1.6427668
1.7666665,1.661109
1.8333331,1.6712383
1.8999997,1.6574897
2.0666666,1.68709
2.233333,1.7012165
2.4,1.72561
2.4666667,1.7251947
2.5333333,1.7104793
2.6,1.7342297
2.7333333,1.7769636
2.8666666,1.7924836
2.9999998,1.8188372
2.8333333,1.8334861
2.6666667,1.8468391
2.5,1.8247408
2.4666667,1.7784847
2.4333334,1.7306329
2.4,1.6839316
2.3666663,1.625949
2.333333,1.632214
2.2999997,1.6596304
2.2666664,1.6997513
2.233333,1.794625
2.1999998,1.8639603
2.1999998,1.8951102
2.1999998,1.9303005
2.1999998,1.9342414
2.233333,1.9441863
2.2666664,1.929707
2.2999997,1.9007795
2.233333,1.8725067
2.1666665,1.8653086
2.1,1.8565489
2.1,1.8271395
2.1,1.7547079
2.1,1.7462261
1.9666667,1.8195615
1.8333331,1.8300829
1.6999999,1.832452
1.6333333,1.8353198
1.5666667,1.7923257
1.5,1.677316
1.5,1.5442498
1.5,1.4044737
1.5,1.3135698
1.5,1.286157
1.5,1.3138326
1.5,1.3591716
1.6666666,1.4156717
1.8333331,1.4721293
2.0,1.5623951
2.0666666,1.679327
2.1333332,1.7801158
2.1999998,1.8746033
2.1666665,1.9383959
2.1333332,1.9918348
2.1,2.0557232
1.9666667,2.088529
1.8333331,2.0846777
1.6999999,2.0337827
1.6666666,2.0123034
1.6333333,1.9619018
1.6,1.9407513
1.5666667,1.8879743
1.5333333,1.794372
1.5,1.6580148
1.5,1.5156733
1.5,1.3945422
1.5,1.3316753
1.5,1.2448443
1.5,1.2071644
1.5,1.1232713
1.4,1.0559998
1.3,0.99494815
1.2,0.9793835
1.1,0.98613185
1.0,0.9780184
0.9,0.9812514
0.9,1.0051538
0.9,1.0314137
0.9,1.043611
0.8666667,1.0319574
0.8333333,0.9985559
0.8,0.94696605
0.8333333,0.90196395
0.8666667,0.8588014
0.9,0.80938154
0.9666666,0.77960485
1.0333333,0.7840266
1.1,0.8328759
1.1,0.933692
1.1,1.0512192
1.1,1.2164088
1.0666667,1.376533
1.0333333,1.4683987
1.0,1.497208
1.0,1.435448
1.0,1.3202082
1.0,1.2142079
1.1333333,1.1621467
1.2666667,1.1966287
1.4,1.2726277
1.6,1.3976206
1.7999998,1.5548456
2.0,1.7265605
2.0666666,1.8911693
2.1333332,2.0343003
2.1999998,2.1611772
2.333333,2.3135064
2.4666667,2.443643
2.6,2.481004
2.5333333,2.491531
2.4666667,2.4504576
2.4,2.3900297
2.3666663,2.3346581
2.333333,2.2889898
2.2999997,2.2639356
2.1999998,2.252209
2.1,2.2260337
2.0,2.203405
2.0666666,2.2191706
2.1333332,2.3058817
2.1999998,2.4097857
2.233333,2.5119507
2.2666664,2.6226697
2.2999997,2.7223558
2.6666667,2.7907383
3.033333,2.8416874
3.4,2.862268
3.4333334,2.885354
3.4666667,2.8705869
3.5,2.8413005
3.4666667,2.7774203
3.4333334,2.6638548
3.4,2.6514213
3.2666667,2.6374137
3.1333334,2.6138341
2.9999998,2.580444
2.9333332,2.506437
2.8666666,2.435618
2.8,2.3661792
2.8666666,2.3006682
2.9333332,2.2037404
2.9999998,2.1063998
2.8333333,2.0560727
2.6666667,2.0792985
2.5,2.242502
2.6666667,2.415467
2.8333333,2.483394
2.9999998,2.3931034
2.8666666,2.3034465
2.7333333,2.2165434
2.6,2.1370325
2.5333333,2.0691478
2.4666667,1.9927014
2.4,1.8957251
2.333333,1.8338194
2.2666664,1.7428591
2.1999998,1.638507
2.1999998,1.5763005
2.1999998,1.6274102
2.1999998,1.7526033
2.0666666,1.8888253
1.933333,1.9929342
1.7999998,1.985653
1.7999998,1.9623477
1.7999998,1.8545752
1.7999998,1.7890139
1.8666664,1.7612852
1.933333,1.7831428
2.0,1.8255105
2.0,1.8494961
2.0,1.896088
2.0,1.9687746
2.0,2.0258353
2.0,2.0906072
2.0,2.1379037
1.8333331,2.1640449
1.6666666,2.1573133
1.5,2.1400092
1.5666667,2.1289356
1.6333333,2.1098583
1.6999999,2.1236055
1.6666666,2.0755668
1.6333333,1.9671212
1.6,1.8162681
1.5,1.661276
1.4,1.5009907
1.3,1.3406792
1.2333333,1.2673395
1.1666666,1.242584
1.1,1.3162912
1.1333333,1.3635749
1.1666666,1.3845663
1.2,1.2687407
1.2,1.09015
1.2,0.88054085
1.2,0.72944343
1.1333333,0.7026675
1.0666667,0.7954237
1.0,0.89275515
1.0,1.0221385
1.0,1.047853
1.0,1.039857
1.1,0.99110544
1.2,0.99655694
1.3,0.99449235
1.3166667,1.0105416
1.3333334,1.0507035
1.35,1.0872587
1.3666667,1.1093732
1.3833333,1.1708523
1.4,1.2117568
1.4,1.1570507
1.4,1.0513773
1.4,0.9471
1.3666667,0.88526994
1.3333334,0.90415496
1.3,1.014473
1.2666667,1.152006
1.2333333,1.2587575
1.2,1.3086319
1.1666666,1.3469253
1.1333333,1.3830426
1.1,1.393521
1.1,1.4140571
1.1,1.4280536
1.1,1.4418151
1.1333333,1.5053343
1.1666666,1.5459138
1.2,1.6195817
1.3,1.6896925
1.4,1.7182493
1.5,1.7319981
1.5333333,1.7275283
1.5666667,1.7312557
1.6,1.7795719
1.6333333,1.8580977
1.6666666,1.8836741
1.6999999,1.8736506
1.8333331,1.851162
1.9666667,1.8374096
2.1,1.8904314
2.2666664,1.9560999
2.4333334,2.034059
2.6,2.1187098
2.6,2.2031133
2.6,2.2499928
2.6,2.2789679
2.4666667,2.307874
2.333333,2.3216343
2.1999998,2.3274758
2.1999998,2.2938907
2.1999998,2.1523662
2.1999998,2.0659006
2.5333333,2.0743062
2.8666666,2.2413898
3.2,2.472122
2.9999998,2.635829
2.8,2.7273493
2.6,2.7573903
2.4333334,2.695294
2.2666664,2.5320065
2.1,2.3021107
1.9666667,2.093365
1.8333331,1.9244952
1.6999999,1.834298
1.6333333,1.7420372
1.5666667,1.6186992
1.5,1.5062205
1.6,1.5034869
1.6999999,1.5692883
1.7999998,1.6456094
1.7666665,1.7466078
1.7333332,1.8345789
1.6999999,1.9167403
1.7999998,2.0393517
1.8999997,2.1727479
2.0,2.2326775
2.0,2.299
2.0,2.346526
2.0,2.3496175
1.933333,2.312569
1.8666664,2.2465105
1.7999998,2.1942127
1.7333332,2.1046033
1.6666666,1.9913869
1.6,1.8642362
1.4666667,1.7602186
1.3333334,1.698426
1.2,1.6662664
1.1333333,1.6104516
1.0666667,1.548159
1.0,1.4760239
0.9333333,1.4099461
0.8666667,1.3429244
0.8,1.2469012
0.76666665,1.1737533
0.73333335,1.1010596
0.7,1.0462352
0.7,1.0063657
0.7,0.9605083
0.7,0.9295846
0.8666667,0.92992365
1.0333333,0.9487634
1.2,0.9572581
1.3666667,0.99406135
1.5333333,1.027085
1.6999999,1.072883
1.8333331,1.1331327
1.9666667,1.2212688
2.1,1.3385909
2.1,1.4323469
2.1,1.4954091
2.1,1.5493876
2.0333333,1.6079205
1.9666667,1.6437997
1.8999997,1.6559652
1.933333,1.6437657
1.9666667,1.6266596
2.0,1.635208
2.1333332,1.6571238
2.2666664,1.7143694
2.4,1.7544181
2.3666663,1.7999119
2.333333,1.8618612
2.2999997,1.9026246
2.2666664,1.9522539
2.233333,2.0053992
2.1999998,2.068436
2.233333,2.1218073
2.2666664,2.1859574
2.2999997,2.2617362
2.2666664,2.3089838
2.233333,2.3482406
2.1999998,2.3912077
2.1999998,2.4221778
2.1999998,2.4369874
2.1999998,2.470257
2.2666664,2.525679
2.333333,2.6359417
2.4,2.7132607
2.4,2.632826
2.4,2.5396225
2.4,2.318173
2.4,2.0910554
2.4,1.8566269
2.4,1.7219445
2.6666667,1.7293683
2.9333332,1.9437
3.2,2.0731924
3.4,2.243937
3.6,2.4502044
3.7999997,2.5733664
4.0,2.6536996
4.2,2.7169778
4.4,2.8099184
4.1,2.8941333
3.7999997,2.8896208
3.5,2.8199904
3.3333333,2.7110896
3.1666667,2.6139295
2.9999998,2.476739
2.8999999,2.3276002
2.8,2.19194
2.7,2.0546174
2.8,1.9339203
2.8999999,1.8027866
2.9999998,1.727885
3.033333,1.6760879
3.0666664,1.688423
3.0999997,1.7146828
3.033333,1.7170849
2.9666665,1.6834604
2.8999999,1.6939722
2.8666666,1.7150863
2.8333333,1.7385383
2.8,1.7491599
2.6,1.7489662
2.4,1.7547781
2.1999998,1.7735331
2.1999998,1.7649156
2.1999998,1.7549943
2.1999998,1.7351462
2.1999998,1.6986824
2.1999998,1.6381241
2.1999998,1.5878274
2.0666666,1.5056483
1.933333,1.438069
1.7999998,1.4007014
1.7666665,1.3842068
1.7333332,1.3898085
1.6999999,1.3637276
1.7666665,1.325753
1.8333331,1.300485
1.8999997,1.2257535
1.8333331,1.184676
1.7666665,1.2040646
1.6999999,1.184891
1.6666666,1.1411182
1.6333333,1.073073
1.6,0.9971869
1.4666667,0.9670696
1.3333334,0.934133
1.2,0.9543087
1.2,0.97484326
1.2,1.0529039
1.2,1.1688068
1.4333333,1.3338042
1.6666666,1.5025989
1.8999997,1.6739304
1.8666664,1.8239843
1.8333331,1.9769439
1.7999998,2.1260028
1.8666664,2.2695475
1.933333,2.4230673
2.0,2.6109407
2.5666666,2.7550163
3.1333334,2.845828
3.6999998,2.9461155
4.1,3.1142318
4.5,3.245882
5.1,3.3221145
4.6,3.304794
5.3,3.3530042
4.9,3.4936612
4.9,3.6186855
4.7,3.7004714
4.5,3.7752755
4.8,3.8512251
5.2,3.9293551
5.4,4.0355105
4.8,4.1389995
5.0,4.1512933
4.0,4.121603
4.6,4.0651145
4.5333333,3.971262
4.2,3.9560323
4.133333,3.8899114
4.0666666,3.8594913
4.0,3.8165977
4.0333333,3.7455134
4.0666666,3.6760275
4.1,3.6307793
3.9666667,3.5420983
3.833333,3.484622
3.6999998,3.4085662
3.6,3.3259234
3.5,3.2402892
3.4,3.1979768
3.3333333,3.1903796
3.2666667,3.167766
3.2,3.1752331
3.0999997,3.1491323
2.9999998,3.162841
2.8999999,3.169929
2.8333333,3.1835175
2.7666667,3.179196
2.7,3.1457102
2.6333334,3.0784152
2.5666666,3.0040755
2.5,2.9226892
2.4333334,2.8560395
2.3666663,2.8003297
2.2999997,2.7209816
2.333333,2.640428
2.3666663,2.5749831
2.4,2.5175002
2.5333333,2.4759068
2.6666667,2.4456992
2.8,2.4231138
2.7,2.4078355
2.6,2.3695362
2.5,2.2997997
2.333333,2.2230597
2.1666665,2.1269932
2.0,2.0560143
1.933333,2.0041726
1.8666664,1.9918898
1.7999998,1.9690082
1.7999998,1.9489354
1.7999998,1.9372255
1.7999998,1.9860883
1.8666664,2.0342264
1.933333,2.0654335
2.0,2.1020854
1.933333,2.1400826
1.8666664,2.1604438
1.7999998,2.1733735
1.7999998,2.174435
1.7999998,2.12309
1.7999998,2.029724
0.56666666,0.53773046
0.53333336,0.5528939
0.5,0.5444658
0.5,0.5440464
0.5,0.5480731
0.5,0.5413842
0.46666664,0.5643776
0.43333334,0.53653175
0.4,0.52148604
0.4,0.5068056
0.4,0.50216186
0.4,0.5004305
0.4,0.50292784
0.4,0.49483925
0.4,0.4689639
0.4,0.45991126
0.4,0.44669276
0.4,0.4188991
0.4,0.40800646
0.4,0.40988266
0.4,0.4239476
0.4,0.43758357
0.4,0.46849993
0.4,0.49478677
0.4,0.52773577
0.4,0.56261605
0.4,0.60261357
0.53333336,0.6456037
0.6666667,0.68338424
0.8,0.7453444
0.76666665,0.7894207
0.73333335,0.81989837
0.7,0.7931751
0.6666667,0.7405571
0.6333333,0.6863942
0.6,0.64101994
0.6,0.5981679
0.6,0.5694716
0.6,0.5594905
0.6,0.59617
0.6,0.6293997
0.6,0.61658084
0.56666666,0.6199781
0.53333336,0.56516206
0.5,0.49571398
0.5,0.47430888
0.5,0.4797999
0.5,0.511368
0.5,0.5656341
0.5,0.6098354
0.5,0.63336915
0.5,0.6232329
0.5,0.592467
0.5,0.56207246
0.5,0.5316443
0.5,0.49727863
0.5,0.49751246
0.46666664,0.4744519
0.43333334,0.43468568
0.4,0.43622512
0.4,0.4347255
0.4,0.43711916
0.4,0.42974323
0.4,0.40717044
0.4,0.37869567
0.4,0.37591505
0.4,0.37715495
0.4,0.3734767
0.4,0.38219362
0.4,0.3899746
0.4,0.3921288
0.4,0.4037526
0.36666667,0.4293698
0.33333334,0.44912413
0.3,0.440804
0.3,0.4278441
0.3,0.41119668
0.3,0.39881706
0.3,0.3835171
0.3,0.38618743
0.3,0.38751674
0.3,0.38789654
0.3,0.380114
0.3,0.4125085
0.3,0.44124517
0.3,0.45987827
0.3,0.48573717
0.3,0.5141957
0.3,0.5263881
0.3,0.59105444
0.33333334,0.63969076
0.36666667,0.70513415
0.4,0.7298445
0.43333334,0.7238046
0.46666664,0.71191525
0.5,0.7419626
0.53333336,0.78299034
0.56666666,0.8315501
0.6,0.86101156
0.6333333,0.84299415
0.6666667,0.85042477
0.7,0.9040049
0.8,0.95490885
0.9,1.0329787
1.0,1.1264222
1.1,1.1847795
1.2,1.2341331
1.3,1.3236507
1.3666667,1.4159529
1.4333333,1.4966868
1.5,1.5481308
1.6666666,1.5963026
1.8333331,1.6395451
2.0,1.6883384
2.1333332,1.7018927
2.2666664,1.7514327
2.4,1.794152
2.1999998,1.7588749
2.0,1.740464
1.7999998,1.7369907
1.7999998,1.7523676
1.7999998,1.7743199
1.7999998,1.833059
1.7666665,1.900883
1.7333332,1.9896046
1.6999999,2.0994582
1.7666665,2.1752555
1.8333331,2.2696528
1.8999997,2.3153946
1.8666664,2.3003352
1.8333331,2.2673545
1.7999998,2.1745572
1.9666667,2.131763
2.1333332,2.167706
2.2999997,2.2548816
2.1999998,2.3594646
2.1,2.4855106
2.0,2.616379
2.1666665,2.6802022
2.333333,2.6918948
2.5,2.698769
2.6333334,2.7448337
2.7666667,2.8350413
2.8999999,2.9273183
3.0999997,3.0190737
3.3,3.0968304
3.5,3.1482518
4.05,3.2277164
4.6,3.4118068
4.3,3.5926733
4.5,3.628228
4.0,3.4075422
3.5,2.9745607
3.1666667,2.5400996
2.8333333,2.159418
2.5,1.8936235
2.1999998,1.706245
1.8999997,1.5605648
1.6,1.4230508
1.5333333,1.2857729
1.4666667,1.1625746
1.4,1.0702698
1.5,1.0209138
