Real_Hs,Predicted_Hs
2.0666666,2.4057107
2.0,2.2905233
2.0333333,2.216997
2.0666666,2.1679077
2.1,2.1275897
2.1,2.0532293
2.1,1.9590045
2.1,1.8929287
2.0666666,1.8476069
2.0333333,1.8035792
2.0,1.7199596
1.933333,1.6448921
1.8666664,1.56371
1.7999998,1.4670963
1.6999999,1.3867881
1.6,1.3067869
1.5,1.240347
1.4666667,1.2178227
1.4333333,1.1833788
1.4,1.1729852
1.4,1.1084214
1.4,1.0592028
1.4,1.0076276
1.3666667,0.98361206
1.3333334,0.9858757
1.3,0.9536307
1.2333333,0.90840685
1.1666666,0.8463368
1.1,0.82233083
1.1,0.8305693
